theta1_deg,theta2_deg,theta3_deg,r1_m,r2_m,phi1_deg,phi2_deg,rho,h_star_m,obj_star
-66.8542,1.871,53.6925,105.4031,36.2894,-1.8933,84.4852,0.778,83.333,0.5262572559442088
-27.5745,-12.525,34.6778,58.1262,129.179,59.69,-82.5145,0.3577,105.556,0.4519224952340919
-60.6464,-29.2151,12.6537,106.4371,92.874,22.9679,28.7335,0.3138,105.556,0.17820624930838955
-59.6242,-17.4037,9.177,135.4306,184.6005,72.9697,52.2561,0.8569,183.333,0.46238216730938564
-46.4944,8.6817,69.0437,49.8155,198.0565,4.686,10.9285,0.7608,150.0,0.48484688684797084
-52.7605,-10.6179,36.6515,42.3252,124.6745,81.9521,3.4448,0.2027,94.444,0.38635078735681916
-7.5674,27.2536,52.873,73.0304,68.5267,71.6513,-23.6013,0.1907,72.222,0.16775679600662216
-68.7135,-35.4022,-6.6787,81.2452,54.32,-31.7871,24.8778,0.7366,61.111,0.4180999809676426
-55.522,-27.1936,50.7625,144.8259,192.0921,-40.219,-25.1896,0.756,161.111,0.4311494996618784
-54.8184,-25.1102,22.6341,197.4442,164.4155,44.1392,-39.812,0.5592,183.333,0.34477569125321206
-66.8722,-9.9201,18.6834,52.0409,153.7653,-77.5681,-57.6594,0.1469,116.667,0.2911988791333534
-46.5496,18.8604,39.9277,47.6893,59.0377,-39.977,18.0494,0.4849,50.0,0.21341877027414854
-42.6604,-23.5205,10.6256,105.6404,48.4232,38.7596,78.7334,0.5409,94.444,0.42496784630643364
-34.5074,4.0429,64.1346,44.0738,84.1937,13.2425,55.4111,0.1459,72.222,0.10311812730196308
-60.6801,-7.1609,32.5755,125.7296,100.7515,-16.4079,-65.8987,0.1615,116.667,0.09159655815642716
-31.9967,2.1062,65.6999,62.6099,47.5869,-6.2434,-0.7761,0.6615,61.111,0.3381363221633933
-29.5946,12.5786,28.3515,166.9584,157.9941,-66.5768,62.3291,0.432,172.222,0.32444321471024873
-52.7072,6.9313,44.4149,190.0611,149.1823,-32.6925,66.7498,0.4788,172.222,0.3617139959243904
-53.5497,-37.7571,9.9625,151.6907,108.46,-1.5552,-3.1378,0.2386,138.889,0.1404627358149006
-67.0107,-47.8177,7.6021,90.1823,165.6454,-5.9721,-54.3938,0.6668,138.889,0.44535535561256057
-44.1679,-28.5206,27.671,110.9373,79.9131,40.0332,-67.8862,0.6299,94.444,0.43747112916496983
-46.9697,22.439,65.4046,139.436,82.6606,-22.6198,-81.7047,0.6289,116.667,0.49756642052291206
-0.9827,31.966,59.7489,80.0708,128.4123,76.5929,-36.4067,0.1371,105.556,0.16035384849026385
-28.7773,45.8458,65.2918,148.3799,73.9881,-43.4765,54.6413,0.4357,127.778,0.3586651769754186
-41.104,12.9517,45.3599,41.1684,114.5362,31.5418,-78.2753,0.7882,50.0,0.4675522513553727
-34.9951,19.565,62.5059,124.5316,185.1227,24.9076,-38.4254,0.3625,161.111,0.18338562261588467
-21.2708,34.4065,59.6825,83.8491,144.587,-54.1424,-77.845,0.7661,105.556,0.49968760754179053
-54.3409,-24.9404,54.1636,198.1569,107.5275,-57.9766,-41.3158,0.2375,161.111,0.1938302597733791
-25.7443,-5.1485,55.5422,58.6041,124.1897,-1.2147,38.4032,0.8858,105.556,0.39232645358387064
-37.7588,-9.1351,44.7152,42.6138,148.216,-51.9308,53.6644,0.8741,138.889,0.4204066411175247
-31.1915,-3.6741,60.364,69.8241,56.8697,-36.2651,-59.7798,0.5575,61.111,0.3038984823695253
-49.9613,-10.6519,58.1864,108.4397,74.9853,38.6583,-73.4634,0.8186,105.556,0.5325558388447709
-61.5536,6.86,30.0456,121.6447,107.3397,-4.3268,-6.899,0.1005,116.667,0.05451298298168653
-58.1648,-41.6261,5.1227,183.4567,59.795,-54.3309,41.732,0.7499,161.111,0.4888297180909761
-57.4834,-3.1807,48.7627,105.7958,153.876,-51.9618,-42.3165,0.5237,138.889,0.32032367633041847
-42.0407,26.063,46.7871,123.7293,165.1341,20.54,45.4941,0.1038,150.0,0.04619322360284498
-33.9473,14.4698,39.565,135.8966,76.4786,65.8785,78.7865,0.215,105.556,0.24835178089314836
-46.0757,-12.2126,38.3755,197.1885,130.9497,-44.254,-60.724,0.8116,161.111,0.3856017171578964
-17.486,18.6155,37.56,66.6414,31.6423,-14.0395,56.2745,0.7054,50.0,0.3203301821045639
2.3607,25.8063,44.4051,47.9531,172.9956,79.8159,84.8484,0.588,161.111,0.5035460455104906
-45.9067,-20.1745,48.7446,87.7784,191.7239,69.4134,61.0134,0.5982,172.222,0.44142366833113245
-17.1255,23.649,60.4095,98.8567,110.2137,71.2839,-56.5133,0.5648,105.556,0.3655369215607408
-50.5407,-10.5405,23.8051,187.8125,61.6386,8.5294,-19.8447,0.2553,138.889,0.28725981991585614
-46.4979,8.4315,34.1062,77.7975,159.3963,18.2903,76.1178,0.6076,127.778,0.4324431145367722
-52.3996,7.517,61.8507,168.22,76.7669,-24.6992,19.4201,0.4342,138.889,0.3477504497475128
-10.2279,10.2467,58.1374,30.4781,49.0047,36.7853,27.0344,0.7222,50.0,0.3679854436508899
-34.9879,-12.0992,58.4218,178.1123,78.9506,-13.9683,-37.9792,0.6093,127.778,0.26556614647246446
-62.7594,-27.0075,41.1788,104.216,38.6891,-16.1006,-30.0089,0.4671,83.333,0.32230757881165895
-44.9534,8.9015,42.454,102.1448,69.6962,19.2848,56.9031,0.3375,83.333,0.2515280470971095
-64.9171,-17.8691,11.2351,62.4474,197.9091,53.7439,-78.0094,0.7836,183.333,0.4946361354685339
-54.1554,-7.2104,60.6582,63.8614,93.7163,-1.4111,-66.0891,0.4719,83.333,0.30721472338286027
7.4327,24.1895,64.0951,50.4066,189.7624,82.5754,14.0919,0.2362,150.0,0.4375243248735168
-64.2881,-7.254,66.1649,115.1426,40.9231,53.962,-26.2752,0.6086,94.444,0.5332374393517103
-69.5307,-50.7392,27.2897,162.1203,118.2275,-60.0377,70.5731,0.3402,138.889,0.3336741295271973
-26.2854,11.0135,26.0656,159.784,39.7325,-62.7341,-63.1595,0.1399,116.667,0.29592488701055397
-51.7065,43.5272,68.869,127.2977,42.6471,-51.3439,-80.6771,0.1386,94.444,0.3275080098867001
12.2719,42.435,69.9434,61.9697,42.598,5.9179,84.6823,0.4736,50.0,0.3677413836885818
-66.8747,-18.4473,67.2563,182.9167,116.4592,51.4135,31.3595,0.3392,161.111,0.28738864337823977
-48.0496,-12.9482,44.8218,176.6136,132.2286,7.1177,41.3927,0.2972,172.222,0.1473147744274841
-21.6926,11.7734,35.337,135.2965,137.8585,73.1584,-13.909,0.1807,138.889,0.13819484010570712
6.3731,23.1761,60.2828,83.4271,115.0761,-69.5289,-10.2575,0.8778,105.556,0.4806937620255212
-61.5741,-22.3328,14.5714,175.7746,123.6231,-14.9622,33.8928,0.7664,161.111,0.3877388097425324
-54.0025,16.1392,41.9337,185.1094,42.7653,-52.3946,23.1604,0.4948,150.0,0.39331942366870465
-45.4729,-26.3549,30.8901,115.1993,162.7033,-62.1404,-62.9543,0.5185,150.0,0.3417175719743018
-66.0592,38.3457,66.1937,111.0496,50.9497,39.909,50.5311,0.6773,83.333,0.5511607464101276
-62.6596,21.9876,42.099,80.4414,50.5298,46.3911,-2.6005,0.5449,61.111,0.32957203388461564
-49.3719,15.5919,64.3348,82.5808,75.2282,70.4084,81.936,0.4879,83.333,0.3589795026542861
-62.118,-44.292,69.557,83.3294,98.4415,-6.7706,-62.8569,0.5881,94.444,0.47099208543904686
-66.9046,-50.4561,22.9752,111.2469,41.1064,-24.6947,-11.0681,0.5384,94.444,0.44750861898937483
-57.2526,14.5496,30.0237,58.9697,195.2038,46.1742,-70.577,0.8761,194.444,0.4790615276027968
-46.1916,8.7576,40.4262,99.4665,61.0829,18.6537,-37.9259,0.397,83.333,0.22921875360825136
-38.2459,-9.7391,12.6632,49.3071,148.2267,76.8029,-60.6347,0.4939,150.0,0.4834315167608416
-28.7302,11.5629,27.1617,146.3238,123.5766,-20.3857,-20.363,0.2991,138.889,0.11391880154917407
-35.5718,28.418,53.9319,77.0015,144.2878,57.9177,4.6726,0.1604,116.667,0.10499762082668197
-64.8891,-26.0487,28.3934,78.498,61.7419,35.0593,-69.6379,0.8838,72.222,0.4605683841412838
-11.7595,22.1688,54.3567,129.1697,140.8895,66.4071,14.3532,0.4222,138.889,0.2339162694691106
-68.6062,20.2401,69.1817,132.3228,37.6564,-64.9536,-48.89,0.1836,105.556,0.3465517270441608
-36.9119,-12.8545,47.324,104.0053,124.8922,-29.2795,56.728,0.4936,116.667,0.22619378424270348
7.0488,43.9832,59.7271,122.7613,155.4775,77.3064,-53.3931,0.8126,150.0,0.5021951788513498
-46.7521,-20.0073,56.5504,148.2017,141.5017,52.2183,13.855,0.5008,150.0,0.26685831218628225
-56.8811,-32.1287,62.0308,80.1523,152.6926,67.3264,60.1681,0.6646,116.667,0.43572858273517073
-22.2798,-0.9817,23.2514,85.2588,100.0477,-52.3509,46.4759,0.8037,94.444,0.31094138218562206
-38.4012,1.1857,34.1173,139.1356,62.0596,46.6832,-68.7998,0.4625,116.667,0.39654887344529777
-32.2084,-10.7612,50.8043,194.2624,58.9412,-10.0146,61.6285,0.6004,138.889,0.3637892741688235
-42.5695,-0.4357,33.1933,85.7276,87.4039,64.6106,42.1249,0.3325,83.333,0.22188486509160565
-7.1483,12.2478,39.7606,163.9802,179.889,-74.1565,-3.9827,0.4737,161.111,0.2700766849246797
-54.0312,-6.9478,31.134,83.9939,110.041,30.9468,77.3026,0.759,116.667,0.4045807447487591
-55.3949,-21.6517,6.3773,69.7452,110.2794,57.5387,74.9793,0.3987,94.444,0.36258519430877545
-17.5074,9.6842,32.6144,182.4983,71.4754,-10.5832,-4.1195,0.3412,138.889,0.2351874174822593
17.6581,34.7348,60.1858,116.961,181.1865,-10.0584,46.7209,0.8357,161.111,0.4648480629425187
-49.2155,-24.7173,52.8997,103.8178,127.8428,-36.9755,60.6972,0.3624,116.667,0.2359273519059064
-64.7742,-41.3124,2.9596,80.2206,196.4014,61.0888,-60.1686,0.8129,183.333,0.5315845230594081
-25.3433,7.6305,25.4144,193.1109,76.154,52.6172,33.9144,0.4931,161.111,0.3364785512016711
-39.9099,-12.605,38.4977,171.8023,106.3053,-38.3383,-26.711,0.5637,138.889,0.2967017263494276
-57.6321,-29.5536,3.3871,44.0996,157.734,24.0042,25.0584,0.1594,105.556,0.18106287796598833
-69.4736,-6.8331,65.2776,98.0088,99.9853,67.5928,-58.1558,0.1742,105.556,0.15954323253385383
-56.3229,24.6081,41.8165,174.5032,198.5684,-41.2266,76.4239,0.4444,194.444,0.40044939904398036
-58.8387,-0.5959,38.5584,108.1709,108.7081,73.1203,-46.5393,0.2747,105.556,0.24393468778758604
-68.4923,-45.3125,3.3144,149.7289,103.1536,66.8994,-36.1981,0.2714,138.889,0.2561176406528149
-48.2813,21.7463,41.2031,169.8175,82.5294,-17.6428,-40.5818,0.7025,138.889,0.37495129285353956
-58.652,-11.3763,43.5011,112.4458,183.9782,-49.2788,-5.21,0.3875,150.0,0.2219031827558642
-32.7061,-9.3644,66.0443,185.0211,77.531,3.3607,-51.3531,0.2608,150.0,0.2773815461849578
14.4784,43.2134,58.9565,147.4096,175.8585,-18.8643,-43.5978,0.2708,172.222,0.17574954122072015
-61.9178,-14.2384,25.0043,112.4285,33.8871,-6.0942,-28.0054,0.8873,105.556,0.4592220221098379
20.9028,41.2894,61.6713,47.5606,66.6957,20.3467,-43.3829,0.7442,72.222,0.4438894185903987
-24.5398,13.8997,52.8292,93.6496,89.0874,-49.2531,31.1346,0.8683,94.444,0.3946223715379444
-19.7142,-4.3623,45.8175,64.3118,41.8108,-36.1928,80.3559,0.2397,50.0,0.26489210803613794
-21.0073,11.8994,49.525,95.5889,179.8612,45.4141,48.095,0.6035,138.889,0.24111910820455312
-56.2095,23.7713,42.9371,41.61,129.0194,11.2982,78.0308,0.2024,105.556,0.36504269069903234
-18.4084,9.6586,25.1639,163.2091,133.8057,76.3143,-70.212,0.813,150.0,0.39481284350708107
-25.7333,3.3282,28.799,112.1588,127.7984,-48.1005,-4.3878,0.5996,116.667,0.2499893317260481
-59.478,-28.1029,6.7583,142.319,138.8296,61.0691,-50.5148,0.5839,150.0,0.3188541430356934
-55.8299,19.0424,52.0836,40.5799,198.955,53.0027,-63.6122,0.2489,150.0,0.37948658012292913
-56.0252,38.3343,54.4285,95.7233,106.3446,24.7214,-2.527,0.6084,105.556,0.40153145064707113
-56.7093,2.4104,19.5117,80.5688,54.1044,75.6521,-2.0444,0.7303,72.222,0.39676674325827377
-63.5773,-37.2918,-21.0204,110.062,96.6887,44.6969,47.2201,0.5366,105.556,0.34687279582478564
-55.2793,-4.5779,50.3857,126.1315,51.027,38.4682,31.5866,0.8526,105.556,0.49751981291670716
-52.3001,3.5107,20.3585,122.535,113.4359,-59.0621,-41.2551,0.8464,116.667,0.35862722942624664
-55.6191,-23.9012,40.8508,175.2127,102.0391,72.3123,-19.8614,0.7455,161.111,0.43443438469965845
-50.2568,-13.2926,4.9241,113.6182,30.2312,40.7626,-60.3832,0.7796,94.444,0.40673983728124347
-64.4486,-37.7529,54.0095,136.653,193.2911,-8.5548,-42.0224,0.8725,172.222,0.5325371328191904
-18.9314,33.3806,64.2273,72.7668,109.7244,43.6772,76.5229,0.5341,94.444,0.3933135657007612
-3.2627,15.0168,47.8722,89.7727,61.5293,3.3754,-78.8315,0.5555,72.222,0.34816342199525696
-54.7572,-32.2013,52.9064,61.4321,132.1059,10.5711,62.2009,0.2151,105.556,0.1979740266684536
-58.6309,9.629,32.6907,44.9778,183.1034,-55.2373,-13.0232,0.7563,161.111,0.4316509014189302
-51.9673,-26.2892,11.2349,192.6092,104.3654,-1.2951,39.5403,0.4008,161.111,0.26873381944019487
-49.2914,-33.2006,19.9338,69.5787,33.5984,-10.3163,-18.8619,0.3332,55.556,0.2187625855311812
-63.3942,-37.7,11.6111,165.066,130.4719,-30.9141,-39.3589,0.2111,161.111,0.10739116070037089
-34.5945,2.6754,41.7177,71.469,132.9577,47.4509,-36.9858,0.6021,105.556,0.23325539998445105
-39.3309,-10.211,5.2062,59.7778,117.8934,-58.1059,2.922,0.2918,83.333,0.20658710424433255
-66.1654,-40.2826,45.5968,161.9173,155.7287,1.1576,-26.4918,0.5071,161.111,0.3589476967487769
-69.7149,-37.0416,10.5541,186.326,192.9191,-9.7949,45.5351,0.6593,194.444,0.4098044452944091
-33.0301,11.4894,38.432,106.8086,139.7921,34.0074,-8.7215,0.5513,138.889,0.22407160490627726
-41.4768,19.2163,59.4728,167.4058,73.1058,-20.0532,69.3648,0.3258,127.778,0.328886089399116
-49.2866,7.7834,44.1704,63.0635,136.2922,-65.525,-40.1942,0.7755,116.667,0.4395294372051032
-30.3074,14.3279,46.6173,46.4666,186.9452,-60.7978,-0.6867,0.7051,183.333,0.467750041375206
-55.6037,27.1309,68.0642,160.1348,57.1485,2.4117,-42.2354,0.825,138.889,0.5928377682910722
-43.6883,2.5283,40.5291,158.2248,92.4859,10.6933,-81.8197,0.6572,138.889,0.4062272175306345
-62.5964,-18.147,4.0292,50.281,158.423,23.043,-50.0762,0.8322,150.0,0.4477674264757352
-40.9983,17.3708,40.3443,148.6487,35.177,-73.5607,75.5831,0.5334,138.889,0.5322814220528698
-57.05,-39.0552,7.034,62.538,176.3128,26.8197,-53.4173,0.2416,138.889,0.2564535649008682
-58.4092,-10.6235,13.5123,77.9707,159.0258,-16.4908,25.7369,0.7628,138.889,0.3785149378857433
18.4959,37.118,60.6235,53.361,158.1574,16.8331,34.5362,0.5793,116.667,0.3464181243778879
-46.4488,15.3374,68.2465,108.2143,170.9143,-36.2575,-62.1596,0.3645,161.111,0.31698803948028886
-52.1978,-13.4516,44.8368,145.0658,39.2721,-82.2491,11.1265,0.5574,50.0,0.5075267332591749
-38.3559,-16.3413,42.9522,178.063,184.4757,-55.1159,-82.5416,0.7061,183.333,0.4361643229647108
12.5059,30.9133,60.275,138.4477,50.9856,-74.8952,65.9063,0.4039,116.667,0.4744160600453827
-53.903,-19.8041,37.6109,163.0256,78.7892,-2.1079,43.8868,0.7287,138.889,0.3848589725588004
-19.2561,26.3716,44.7486,69.5159,177.4367,-42.5324,-33.3402,0.7311,150.0,0.4451348575228575
-37.6955,-19.3958,20.3696,125.8532,150.0224,-38.6655,64.4584,0.1334,150.0,0.09184821402486758
-45.1513,8.3595,44.3337,70.7258,121.8076,-68.2991,-65.4231,0.7951,105.556,0.46255791624479375
-25.7425,-9.1936,36.5685,97.5821,168.3635,44.0071,30.4134,0.5476,138.889,0.23858928055936168
-36.5519,-9.57,56.6852,53.2423,40.4872,-84.7882,-35.8737,0.2554,55.556,0.23724383731719925
3.2673,45.1373,61.6401,199.7771,187.6183,16.3446,41.7333,0.2408,205.556,0.141847754115136
-63.2138,-9.6344,20.0409,72.4479,183.2637,37.8787,48.1624,0.3245,150.0,0.3257562012003863
-26.1784,28.6356,69.0988,100.2729,163.2412,51.1419,-17.7302,0.7796,138.889,0.491834974870602
-62.9475,-25.8425,-0.3581,37.4291,133.0476,-81.2773,-72.8319,0.7366,127.778,0.48755197768500036
-52.1892,-23.9631,48.3849,162.7631,196.1955,66.6854,-77.6226,0.6851,183.333,0.5038103013189033
-61.5677,20.0426,44.8421,158.2826,111.8833,-40.3992,-22.4062,0.6087,150.0,0.4152528654509511
-38.8954,-16.3215,39.5756,127.1854,35.0397,54.5501,32.144,0.7942,50.0,0.4014487034495548
-35.3659,-13.0196,20.0784,173.1534,89.4729,-53.3733,41.476,0.4817,150.0,0.33822624297585696
-45.5742,23.39,51.5055,181.2802,121.6355,-13.965,-7.8906,0.731,161.111,0.3864868485020613
-69.7112,-32.5334,1.8588,65.2904,157.6525,-24.5521,-3.5542,0.8204,127.778,0.4654081747680047
-18.6838,47.7391,63.5531,33.4628,83.367,11.5831,-44.9378,0.71,72.222,0.48631760494808896
-63.9014,-24.8886,51.2772,160.1239,133.1654,28.1776,82.6,0.2655,150.0,0.282274014887789
1.6251,26.717,54.5489,108.2519,157.1282,30.4858,47.5678,0.2825,150.0,0.11289880258350085
-2.4349,15.0568,59.8652,127.8145,72.2217,64.1917,68.2683,0.332,105.556,0.19554340920033386
-41.7505,-16.8405,15.149,133.9582,151.9474,28.3724,35.297,0.5088,150.0,0.2405064457992784
-68.979,-21.3466,34.58,97.1677,176.2214,-78.0016,65.6629,0.5653,150.0,0.5153258096939956
-41.3891,22.5513,43.3583,66.0205,41.704,62.1109,28.4114,0.5047,61.111,0.3406692046918419
9.1211,28.0451,60.5786,92.5971,85.4888,-47.4431,68.7575,0.3308,94.444,0.21675064902504548
-62.2235,-15.294,32.2365,56.1731,153.4209,-14.9427,-80.8711,0.1447,127.778,0.17635143209121906
-64.6008,-34.8256,7.3857,54.1528,133.9244,50.54,58.6515,0.6571,116.667,0.46084437316251614
12.3172,29.3348,60.2046,121.6829,112.7406,-5.6707,-81.1526,0.4342,116.667,0.3521287946359577
-65.8331,-22.5124,17.126,54.6494,109.4953,-83.1909,-27.5053,0.1716,83.333,0.20815672227169157
-1.8724,28.7577,64.2177,44.8862,118.4377,-44.753,69.8354,0.35,94.444,0.3651014664444362
-58.7961,0.6081,36.1996,31.2815,137.6099,-17.5631,80.0864,0.21,105.556,0.42966271772161196
-5.4508,17.6887,33.9199,96.5226,102.5076,-81.2387,-23.2589,0.2563,94.444,0.22547316821930924
-63.9967,4.1512,27.7553,134.8717,119.2601,68.7035,-37.692,0.3691,127.778,0.3215008704673242
-24.9482,33.2675,59.9046,185.8829,172.2167,-50.4665,11.0856,0.3659,183.333,0.22572775999276426
-38.4945,33.7658,62.9989,78.6785,149.8392,-83.4458,-81.6863,0.8006,127.778,0.555527842961591
-48.1141,-9.0218,48.2327,138.3101,198.8785,-74.9388,-77.2501,0.7997,183.333,0.49686709490058806
-66.9068,-21.0982,7.1566,67.5107,153.146,-51.2905,-41.7619,0.7881,127.778,0.4964469239554653
-51.7715,-27.9291,56.8804,81.3151,69.3358,-57.6312,74.908,0.672,72.222,0.4270020155408765
-35.4787,-9.2036,57.6464,71.1972,177.0016,41.9269,-70.0177,0.313,150.0,0.3957387590537031
-65.4419,-36.1894,-8.1824,44.524,178.2735,82.6891,29.2404,0.6127,172.222,0.5174393874604553
-63.0061,-38.4965,20.56,48.0062,72.8823,45.5986,-19.9349,0.7213,61.111,0.4543415405335301
-14.8059,14.9476,30.7968,39.8707,153.7297,67.4501,-79.1559,0.7363,50.0,0.45457285685045395
-68.9284,-36.0683,42.1744,48.829,138.6415,-30.419,22.8783,0.7532,116.667,0.531047936857487
-49.5913,-27.4232,5.699,84.574,130.2658,41.9638,82.5645,0.4261,116.667,0.3667266623228222
-59.8229,26.5933,55.3115,149.608,157.3995,45.8773,-84.265,0.6284,161.111,0.4673775390683644
-42.4464,1.6171,39.4243,132.3684,62.3708,33.2673,49.4527,0.2504,105.556,0.1823257840478682
-60.6317,19.2577,58.0825,140.5708,178.6192,12.8075,-69.0246,0.4216,183.333,0.2892426322674765
-37.6479,-11.858,40.5194,193.6842,195.6725,42.1597,-7.6335,0.7121,250.0,0.26746132160630715
-45.0885,15.6416,53.7102,101.0968,191.4,1.1146,-31.3096,0.2792,161.111,0.22767181758784846
-43.4125,13.2653,37.7255,54.2794,96.361,9.4481,-74.7554,0.1669,94.444,0.15848485401855947
-63.0874,-47.7595,27.1764,86.9023,138.1035,71.0824,-77.4674,0.2133,116.667,0.28851187417198465
-58.491,-2.8817,51.4134,44.8563,111.2349,-32.2224,-35.1631,0.1414,83.333,0.11872506322150879
-38.8427,-14.2797,27.4555,187.8101,141.2068,-55.2383,73.4371,0.4945,172.222,0.39278289719943194
-50.996,-29.9365,11.625,183.0881,110.1308,-26.5928,-44.4071,0.1462,138.889,0.06571699390129669
-39.9433,11.896,48.218,132.4408,102.0554,26.7353,23.0878,0.317,127.778,0.1683168664147548
-63.6959,-8.1292,31.8383,37.0221,171.0502,57.5275,23.9898,0.648,161.111,0.47353210677622265
-57.4367,-15.6446,22.7827,168.8857,158.5349,-80.96,-30.6391,0.6577,172.222,0.4146992293413031
-66.9358,22.6265,52.7842,135.3556,41.5861,28.3304,38.369,0.1127,94.444,0.1771299861771014
-66.7648,-11.8452,7.1193,129.0056,77.6471,36.1805,-60.0767,0.8244,116.667,0.444789245441946
-61.5532,-7.4128,58.2294,180.1676,97.0093,1.4789,57.8345,0.593,150.0,0.3742776610647043
-69.187,-0.5239,15.0419,174.6591,96.4172,-37.8536,44.6034,0.7866,150.0,0.4722800958527155
-59.2635,4.6148,58.5285,65.9637,88.4217,15.4679,55.6307,0.5342,72.222,0.3172541713511272
-47.0322,-15.3234,69.8537,116.4129,84.3642,57.2798,18.6941,0.2743,105.556,0.20039696076486127
-62.1923,-27.8687,24.7078,43.9661,42.1221,-10.1696,-26.6086,0.3537,50.0,0.192687962392486
-2.7019,24.4996,50.2062,128.8926,156.7937,-9.3158,44.7316,0.4333,150.0,0.16460384474889114
-44.766,38.7145,60.4649,116.8179,167.4942,16.7134,63.7665,0.2957,150.0,0.2101250653724657
-64.3623,-47.1238,-14.2161,50.3191,106.5545,-19.0459,28.4635,0.6029,94.444,0.3937426827759779
-46.8297,14.2513,37.6775,59.7327,66.7988,45.9868,-38.2088,0.6958,61.111,0.30198862395729587
-44.6226,-19.4287,34.1489,143.8553,185.8384,25.1855,48.6088,0.312,183.333,0.1832936977463348
-22.6936,-0.4837,31.0524,84.9424,199.9483,56.7727,-81.918,0.2927,172.222,0.41425230060594187
-48.0985,-20.2759,4.4043,73.7424,82.1357,-29.4528,-28.5398,0.3182,72.222,0.1342732279494764
-68.5132,-51.2112,17.2192,64.1427,156.5694,12.7378,35.3405,0.8961,127.778,0.5552407928437209
-69.0913,-48.2129,-14.6891,34.9826,43.3505,-72.6982,77.6306,0.7611,50.0,0.5670559203118768
14.0528,31.3191,50.8495,153.7606,173.034,-40.8144,9.6712,0.4738,161.111,0.2532290183116852
0.358,17.804,41.5247,103.4323,65.8028,46.9904,16.1401,0.3975,105.556,0.1274755896443409
-49.9031,-5.3992,12.6882,94.4784,117.2599,1.0438,71.3804,0.4974,116.667,0.29859980118419827
10.3337,40.9507,65.1181,197.0496,187.9141,-60.5658,35.7371,0.7658,205.556,0.48083748428438533
-23.7153,6.0338,34.6827,101.0099,165.369,69.2906,48.4412,0.2826,138.889,0.28482705784837403
-38.1696,53.4471,69.9495,143.3107,140.7741,-34.119,-76.2518,0.301,150.0,0.28509222015590663
-69.2932,-33.5023,11.0547,171.3858,86.7646,-65.5432,-2.0659,0.1545,150.0,0.14006779113247586
-52.3632,8.2251,24.1198,38.3094,103.0443,-71.2247,56.9594,0.2651,83.333,0.3901474444236989
-26.0427,15.325,48.1366,180.456,105.8203,26.4363,61.7504,0.2706,150.0,0.2133353500698688
-15.2916,39.6426,56.2525,135.9528,102.1613,-40.09,78.3953,0.869,127.778,0.48982256319977724
-11.7301,28.3381,56.0322,62.4709,145.0263,34.7053,-8.4775,0.3312,105.556,0.17701676480199235
-57.6487,-21.8846,67.112,60.5592,43.5308,-65.3018,-55.4064,0.2569,61.111,0.19260216601641533
-66.0141,-2.5012,40.2708,44.7835,145.162,10.3006,59.7727,0.1112,116.667,0.20442578609366527
-67.5312,-32.6712,63.4486,166.4486,176.0949,-47.2237,-13.215,0.3014,172.222,0.24627471597143943
-47.0346,-6.7831,36.4435,41.1249,139.1297,-46.7123,-79.8119,0.5021,105.556,0.4467930368549863
-62.0082,-16.6368,53.9646,76.1059,100.7981,54.3372,25.844,0.6007,94.444,0.3347041857277786
-46.8759,-27.6178,67.9685,171.6226,173.3535,-24.3552,52.5037,0.625,183.333,0.4035752481375978
-37.8521,-3.2405,48.6685,195.0993,70.8138,-1.8783,19.7513,0.543,138.889,0.3180997409612253
-60.9164,12.4789,34.9332,56.6944,171.6913,-7.7436,56.5214,0.1634,138.889,0.2399982393152113
-65.1962,-20.5962,59.4789,83.5628,168.8507,31.9125,-24.2807,0.6985,138.889,0.47833989546502625
-64.2637,-40.1048,43.8463,163.1097,198.7632,-61.2345,-40.3733,0.6326,183.333,0.4113657248995548
-42.339,12.6029,55.1219,56.9839,156.5025,46.2634,29.2205,0.2132,116.667,0.2568312574303642
-32.6863,18.5803,68.3436,138.5025,132.1874,36.04,-17.4872,0.2505,138.889,0.17002448093897887
-41.8622,-8.4407,53.0009,111.6815,126.7029,30.4338,-61.6499,0.2913,127.778,0.21005712829492076
-58.4966,39.5297,67.3214,195.838,91.2023,56.8684,43.1739,0.2845,161.111,0.26237406991280543
16.4613,39.206,62.0718,197.7399,110.1897,55.116,-84.6444,0.6427,172.222,0.47617978354596036
2.4905,37.0139,56.8904,81.8687,130.9479,-27.4905,23.9654,0.2766,116.667,0.19896258941600709
-56.2842,13.2182,49.7351,72.3433,138.4694,-17.9577,-38.3508,0.4647,116.667,0.34513919515888847
-38.8215,-22.49,62.6625,176.8432,33.2824,12.5758,71.6797,0.5987,161.111,0.5287915523593967
-64.7816,-41.7298,44.3127,124.7389,152.0105,34.506,-37.6467,0.5584,138.889,0.3635975118733164
-62.0957,14.5595,67.8295,129.1388,143.3821,59.1739,71.0905,0.1143,150.0,0.09847389377200692
-57.838,-6.178,66.6769,65.803,62.3805,39.538,78.74,0.317,61.111,0.2968304279546454
-60.261,-17.5218,24.287,183.652,131.0987,-21.687,45.6543,0.2305,150.0,0.14285168645426202
-54.742,25.1519,50.5019,85.5911,127.9001,-19.4535,-7.9241,0.1952,116.667,0.1415469624522225
-12.1552,54.6632,69.681,89.0317,41.5937,64.3797,42.6507,0.3113,72.222,0.25842228913419524
-33.6823,2.9131,67.4324,138.5126,69.1988,-0.0591,3.1491,0.5395,105.556,0.2780880672987061
